Name,Variant,Procedure,Appropriateness Category,Relative Radiation Level,Comment
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Planning for endovascular or open repair of thoracoabdominal aorta aneurysm or dissection.,CTA chest abdomen pelvis with IV contrast,Usually Appropriate,5,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Planning for endovascular or open repair of thoracoabdominal aorta aneurysm or dissection.,MRA chest and abdomen without and with IV contrast,May Be Appropriate (Disagreement),0,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Planning for endovascular or open repair of thoracoabdominal aorta aneurysm or dissection.,CT chest abdomen pelvis with IV contrast,May Be Appropriate (Disagreement),4,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Planning for endovascular or open repair of thoracoabdominal aorta aneurysm or dissection.,CT chest abdomen pelvis without and with IV contrast,May Be Appropriate (Disagreement),4,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Planning for endovascular or open repair of thoracoabdominal aorta aneurysm or dissection.,CTA chest and abdomen with IV contrast,May Be Appropriate (Disagreement),,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Planning for endovascular or open repair of thoracoabdominal aorta aneurysm or dissection.,US duplex Doppler aorta abdomen,Usually Not Appropriate,0,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Planning for endovascular or open repair of thoracoabdominal aorta aneurysm or dissection.,US echocardiography transthoracic resting,Usually Not Appropriate,0,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Planning for endovascular or open repair of thoracoabdominal aorta aneurysm or dissection.,Radiography chest,Usually Not Appropriate,,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Planning for endovascular or open repair of thoracoabdominal aorta aneurysm or dissection.,Radiography chest abdomen pelvis,Usually Not Appropriate,3,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Planning for endovascular or open repair of thoracoabdominal aorta aneurysm or dissection.,Aortography chest abdomen pelvis,Usually Not Appropriate,4,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Planning for endovascular or open repair of thoracoabdominal aorta aneurysm or dissection.,MRA chest and abdomen without IV contrast,Usually Not Appropriate,0,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Planning for endovascular or open repair of thoracoabdominal aorta aneurysm or dissection.,CT chest abdomen pelvis without IV contrast,Usually Not Appropriate,4,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Planning for endovascular or open repair of thoracoabdominal aorta aneurysm or dissection.,CT chest and abdomen with IV contrast,Usually Not Appropriate,4,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Planning for endovascular or open repair of thoracoabdominal aorta aneurysm or dissection.,CT chest and abdomen without and with IV contrast,Usually Not Appropriate,4,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Planning for endovascular or open repair of thoracoabdominal aorta aneurysm or dissection.,CT chest and abdomen without IV contrast,Usually Not Appropriate,4,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Follow-up after endovascular repair of thoracoabdominal aortic aneurysm or dissection.,MRA chest abdomen pelvis without and with IV contrast,Usually Appropriate,0,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Follow-up after endovascular repair of thoracoabdominal aortic aneurysm or dissection.,CTA chest abdomen pelvis with IV contrast,Usually Appropriate,5,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Follow-up after endovascular repair of thoracoabdominal aortic aneurysm or dissection.,Aortography chest abdomen pelvis,May Be Appropriate (Disagreement),4,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Follow-up after endovascular repair of thoracoabdominal aortic aneurysm or dissection.,MRA chest abdomen pelvis without IV contrast,May Be Appropriate,0,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Follow-up after endovascular repair of thoracoabdominal aortic aneurysm or dissection.,MRA chest and abdomen without and with IV contrast,May Be Appropriate (Disagreement),0,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Follow-up after endovascular repair of thoracoabdominal aortic aneurysm or dissection.,MRA chest and abdomen without IV contrast,May Be Appropriate,0,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Follow-up after endovascular repair of thoracoabdominal aortic aneurysm or dissection.,CT chest abdomen pelvis with IV contrast,May Be Appropriate,4,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Follow-up after endovascular repair of thoracoabdominal aortic aneurysm or dissection.,CT chest abdomen pelvis without and with IV contrast,May Be Appropriate,4,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Follow-up after endovascular repair of thoracoabdominal aortic aneurysm or dissection.,CT chest abdomen pelvis without IV contrast,May Be Appropriate,4,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Follow-up after endovascular repair of thoracoabdominal aortic aneurysm or dissection.,CTA chest and abdomen with IV contrast,May Be Appropriate (Disagreement),4,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Follow-up after endovascular repair of thoracoabdominal aortic aneurysm or dissection.,US duplex Doppler aorta abdomen,Usually Not Appropriate,0,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Follow-up after endovascular repair of thoracoabdominal aortic aneurysm or dissection.,US echocardiography transthoracic resting,Usually Not Appropriate,0,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Follow-up after endovascular repair of thoracoabdominal aortic aneurysm or dissection.,Radiography chest,Usually Not Appropriate,,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Follow-up after endovascular repair of thoracoabdominal aortic aneurysm or dissection.,Radiography chest abdomen pelvis,Usually Not Appropriate,3,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Follow-up after endovascular repair of thoracoabdominal aortic aneurysm or dissection.,CT chest and abdomen with IV contrast,Usually Not Appropriate,4,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Follow-up after endovascular repair of thoracoabdominal aortic aneurysm or dissection.,CT chest and abdomen without and with IV contrast,Usually Not Appropriate,4,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Follow-up after endovascular repair of thoracoabdominal aortic aneurysm or dissection.,CT chest and abdomen without IV contrast,Usually Not Appropriate,4,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Follow-up after open repair of thoracoabdominal aortic aneurysm or dissection.,MRA chest abdomen pelvis without and with IV contrast,Usually Appropriate,0,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Follow-up after open repair of thoracoabdominal aortic aneurysm or dissection.,CTA chest abdomen pelvis with IV contrast,Usually Appropriate,5,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Follow-up after open repair of thoracoabdominal aortic aneurysm or dissection.,MRA chest abdomen pelvis without IV contrast,May Be Appropriate,0,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Follow-up after open repair of thoracoabdominal aortic aneurysm or dissection.,MRA chest and abdomen without and with IV contrast,May Be Appropriate,0,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Follow-up after open repair of thoracoabdominal aortic aneurysm or dissection.,MRA chest and abdomen without IV contrast,May Be Appropriate,0,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Follow-up after open repair of thoracoabdominal aortic aneurysm or dissection.,CT chest abdomen pelvis with IV contrast,May Be Appropriate,4,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Follow-up after open repair of thoracoabdominal aortic aneurysm or dissection.,CT chest abdomen pelvis without and with IV contrast,May Be Appropriate,4,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Follow-up after open repair of thoracoabdominal aortic aneurysm or dissection.,CT chest abdomen pelvis without IV contrast,May Be Appropriate,4,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Follow-up after open repair of thoracoabdominal aortic aneurysm or dissection.,CT chest and abdomen with IV contrast,May Be Appropriate,4,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Follow-up after open repair of thoracoabdominal aortic aneurysm or dissection.,CT chest and abdomen without and with IV contrast,May Be Appropriate,4,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Follow-up after open repair of thoracoabdominal aortic aneurysm or dissection.,CTA chest and abdomen with IV contrast,May Be Appropriate,4,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Follow-up after open repair of thoracoabdominal aortic aneurysm or dissection.,US duplex Doppler aorta abdomen,Usually Not Appropriate,0,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Follow-up after open repair of thoracoabdominal aortic aneurysm or dissection.,US echocardiography transthoracic resting,Usually Not Appropriate,0,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Follow-up after open repair of thoracoabdominal aortic aneurysm or dissection.,Radiography chest,Usually Not Appropriate,,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Follow-up after open repair of thoracoabdominal aortic aneurysm or dissection.,Radiography chest abdomen pelvis,Usually Not Appropriate,3,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Follow-up after open repair of thoracoabdominal aortic aneurysm or dissection.,Aortography chest abdomen pelvis,Usually Not Appropriate,4,
